price_text,title,location,description,details_url,num_photos,agency,floor,price_per_m2,area,search_url,scraped_at
200 900€392 926BGN,"продаваДвустаен апартамент,51 м2","София, Белите Брези","Двустаен апартамент в добро състояние, на кръстовището на бул. Гоце Делчев и бул. България. Жилището се продава с налично обзавеждане при желание от бъдещия купувач. Разпределение: входно антре,...",/bg/obiava/prodava/sofia/belite-brezi/dvustaen/6199027/?sid=iKI3oo&page=1,12,продава,Етаж: 6 от 11,Цена на /м2/:3 939EUR/7 704.44BGN,51 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.453625
248 990€486 982BGN,"продаваТристаен апартамент,63 м2","София, Хиподрума","3 стаен апартамент преустроен от 2 стаен в кв. Хиподрума. Апартаментът се намира на етаж 2 със ЗП 63кв.м. и следното разпределение: коридор, всекидневна с кухненски бокс, родителска спалня, детска...",/bg/obiava/prodava/sofia/hipodruma/tristaen/6167255/?sid=iKI3oo&page=1,15,продава,Етаж: 2 от 3,Цена на /м2/:3 952EUR/7 729.87BGN,63 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.454367
250 000€488 958BGN,"продаваДвустаен апартамент,73 м2","София, Хиподрума","Голям двустаен апартамент находящ се на втори жилищен етаж в поддържана тухлена сграда. Имотът се състои от хол, кухненски бокс и трапезария, спалня, баня с тоалетна и две тераси. Застроената...",/bg/obiava/prodava/sofia/hipodruma/dvustaen/6139981/?sid=iKI3oo&page=1,5,продава,Етаж: 2 от 7,Цена на /м2/:3 425EUR/6 698.05BGN,73 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.455094
259 990€508 496BGN,"продаваДвустаен апартамент,65 м2","София, Лозенец","Непреходен двустаен апартамент с едностранно южно изложение, състоящ се от две стаи, кухненски бокс с трапезария, баня с тоалетна и голяма тераса. Жилищната сграда се намира в характерната за горен...",/bg/obiava/prodava/sofia/lozenec/dvustaen/6192324/?sid=iKI3oo&page=1,15,продава,Етаж: 4 от 4,Цена на /м2/:4 000EUR/7 823.02BGN,65 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.455859
370 000€723 657BGN,"продаваТристаен апартамент,127 м2","София, Лагера","Предлагаме за продажба голям и светъл тристаен апартамент със застроена площ от 127 кв.м., разположен във вътрешната част на квартала, в спокойна и озеленена зона с отлична инфраструктура....",/bg/obiava/prodava/sofia/lagera/tristaen/6147251/?sid=iKI3oo&page=1,26,продава,Етаж: 3 от 6,Цена на /м2/:2 913EUR/5 698.09BGN,127 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.456586
499 500€976 937BGN,"продаваЧетиристаен апартамент,150 м2","София, Лозенец","RealNet продава просторен и функционален четиристаен апартамент, със застроена площ от 150 кв.м. (около 170 кв.м. с включени идеални части от общите части на сградата), находящ се на първи...",/bg/obiava/prodava/sofia/lozenec/chetiristaen/6181104/?sid=iKI3oo&page=1,14,продава,Етаж: 2 от 6,Цена на /м2/:3 330EUR/6 512.91BGN,150 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.457316
615 000€1 202 835BGN,"продаваТристаен апартамент,170 м2","София, Лозенец","A P A R T M E N T  0 1 2С Апартамент 012 ELEHOME ви предлага една изключително красива, функционална и резонираща с нашето ежедневие и съвременност архитектура. Семпла, изчистена и...",/bg/obiava/prodava/sofia/lozenec/tristaen/5566759/?sid=iKI3oo&page=1,12,продава,Етаж: 3 от 8,Цена на /м2/:3 618EUR/7 075.50BGN,170 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.458054
132 000€258 170BGN,"продаваТристаен апартамент,87 м2","София, Белите Брези","Агенция за недвижими имоти ""Пандора Естейт"" продава ексклузивно тристаен апартамент в кв. Бели Брези на цена от 132,000 евро.Имотът е с площ от 87 кв.м, разположен на 9-ти етаж от...",/bg/obiava/prodava/sofia/belite-brezi/tristaen/5983760/?sid=iKI3oo&page=1,6,продава,Етаж: 9 от 12,Цена на /м2/:1 517EUR/2 967.47BGN,87 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.458757
140 000€273 816BGN,"продаваДвустаен апартамент,47 м2","София, Лагера","Премиер Истейтс продава ексклузивно, жилище, разполжено на 8-ми етаж от 8, в сграда панелно сторителство от 1982-ра година, със ЗП от 46,37 кв.м и мазе, без тераса.Изложение...",/bg/obiava/prodava/sofia/lagera/dvustaen/6201830/?sid=iKI3oo&page=1,10,продава,Етаж: 8 от 8,Цена на /м2/:2 979EUR/5 825.88BGN,47 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.459454
149 000€291 419BGN,"продаваДвустаен апартамент,45 м2","София, Лагера","Продава се двустаен апартамент в кв. Лагера първи етаж, източно изложениеЛокация: кв. Лагера тиха и добре уредена част на София, с удобен достъп до центъра, градски транспорт (трамвай,...",/bg/obiava/prodava/sofia/lagera/dvustaen/6183919/?sid=iKI3oo&page=1,14,продава,Етаж: 1 от 4,Цена на /м2/:3 311EUR/6 475.97BGN,45 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T18:12:52.460191
