title,description,city,neighborhood,price_value,price_currency,price_per_m2,details_url,num_photos,time,offer_type,ref_no,search_url,scraped_at
"Двустаен, 74m²",Тухла,София,кв. Хладилника,"239,986",EUR,,/offer/apartament-za-prodazhba/dvustaen-74m2-sofiya-kv.-hladilnika/as1539981,1,днес,наем,1539981,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988666
"Двустаен, 98m²","Тухла, Прокарва се",София,кв. Хладилника,"423,500",EUR,,/offer/apartament-za-prodazhba/dvustaen-98m2-sofiya-kv.-hladilnika/as1664245,9,вчера,наем,1664245,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988676
"Тристаен, 130m²","Тухла, Необзаведен",София,кв. Хладилника,"464,200",EUR,,/offer/apartament-za-prodazhba/tristaen-130m2-sofiya-kv.-hladilnika/as1391286,10,,наем,1391286,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988679
"Двустаен, 70m²","Тухла, Необзаведен, Локално отопление",София,кв. Хладилника,"215,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-70m2-sofiya-kv.-hladilnika/as1599659,7,,наем,1599659,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988682
"Гараж, 250m²",,София,кв. Хладилника,"129,000",EUR,,/offer/apartament-za-prodazhba/garazh-250m2-sofiya-kv.-hladilnika/as1651713,0,,наем,1651713,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988687
"Четиристаен, 140m²","Тухла, Обзаведен, ТЕЦ",София,кв. Хладилника,"405,000",EUR,,/offer/apartament-za-prodazhba/chetiristaen-140m2-sofiya-kv.-hladilnika/as1652465,10,,наем,1652465,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988692
"Двустаен, 100m²","Тухла, Обзаведен, Електричество",София,кв. Хладилника,"335,000",EUR,,/offer/apartament-za-prodazhba/dvustaen-100m2-sofiya-kv.-hladilnika/as1648352,10,,наем,1648352,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988697
"Тристаен, 138m²",Тухла,София,кв. Хладилника,"400,000",EUR,,/offer/apartament-za-prodazhba/tristaen-138m2-sofiya-kv.-hladilnika/as1641169,3,,наем,1641169,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988702
"Тристаен, 124m²","Тухла, Обзаведен, Прокарва се",София,кв. Хладилника,"608,000",EUR,,/offer/apartament-za-prodazhba/tristaen-124m2-sofiya-kv.-hladilnika/as1623255,10,,наем,1623255,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988707
"Тристаен, 128m²","Тухла, Необзаведен",София,кв. Хладилника,"457,900",EUR,,/offer/apartament-za-prodazhba/tristaen-128m2-sofiya-kv.-hladilnika/as1391285,10,,наем,1391285,https://www.homes.bg/api/offers?currencyId=1&filterOrderBy=0&locationId=1&typeId=ApartmentSell&neighbourhoods%5B%5D=527,2026-01-19T15:40:18.988712
