title,details_url,ref_no,price_text,location,date,area,floor,num_photos,total_offers,offer_type,price_per_m2,search_url,scraped_at
"Дава под наем 3-СТАЕН, гр. Пловдив, Мараша",https://bazar.bg/obiava-53310956/dawa-pod-naem-3-staen-gr-plowdiw-marasha,53310956,550€,"гр. Пловдив, Мараша",днес,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.700966
"Дава под наем 2-СТАЕН, гр. Пловдив, Каменица 1",https://bazar.bg/obiava-52456790/dawa-pod-naem-2-staen-gr-plowdiw-kamenitsa-1,52456790,780€,"гр. Пловдив, Каменица 1",вчера,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.701245
"Дава под наем 3-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-53218243/dawa-pod-naem-3-staen-gr-plowdiw-mladezhki-halm,53218243,690€,"гр. Пловдив, Младежки Хълм",вчера,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.701525
"Дава под наем 3-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-53257644/dawa-pod-naem-3-staen-gr-plowdiw-mladezhki-halm,53257644,380€,"гр. Пловдив, Младежки Хълм",вчера,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.701788
"Дава под наем 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53241783/dawa-pod-naem-2-staen-gr-plowdiw-tsentar,53241783,390€,"гр. Пловдив, Център",29 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.702050
"Дава под наем 2-СТАЕН, гр. Пловдив, Отдих и култура",https://bazar.bg/obiava-52876952/dawa-pod-naem-2-staen-gr-plowdiw-otdih-i-kultura,52876952,700€,"гр. Пловдив, Отдих и култура",29 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.702309
"Дава под наем 3-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53254148/dawa-pod-naem-3-staen-gr-plowdiw-tsentar,53254148,875€,"гр. Пловдив, Център",28 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.702585
"Дава под наем 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53070249/dawa-pod-naem-2-staen-gr-plowdiw-tsentar,53070249,350€,"гр. Пловдив, Център",26 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.702844
"Дава под наем 2-СТАЕН, гр. Пловдив, Център",https://bazar.bg/obiava-53147041/dawa-pod-naem-2-staen-gr-plowdiw-tsentar,53147041,420€,"гр. Пловдив, Център",23 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.703100
"Дава под наем 3-СТАЕН, гр. Пловдив, Младежки Хълм",https://bazar.bg/obiava-53154232/dawa-pod-naem-3-staen-gr-plowdiw-mladezhki-halm,53154232,570€,"гр. Пловдив, Младежки Хълм",23 януари,,,1,1139,наем,,https://bazar.bg/obiavi/naemi-apartamenti/plovdiv?asize[]=2&asize[]=3&asize[]=4&asize[]=5&asize[]=6&currency=2&district_id[]=710&district_id[]=714&district_id[]=979&district_id[]=718&district_id[]=720&district_id[]=984&district_id[]=723&district_id[]=270&sort=default,2026-02-02T06:21:01.703357
