price_text,title,location,description,details_url,num_photos,agency,floor,price_per_m2,area,search_url,scraped_at
700€1 369BGN,"дава под наемДвустаен апартамент,65 м2","София, Хиподрума","Двустаен апартамент в непосредствена близост до метростанция “Kрасно село”. Напълно обзаведен и оборудван с всичко необходимо за едно домакинство, електроуреди Indesit. Разпределение: входно антре,...",/bg/obiava/dava-pod-naem/sofia/hipodruma/dvustaen/6199002/?sid=fCk5Ey&page=1,10,дава под наем,Етаж: 6 от 7,Цена на /м2/:11EUR/21.06BGN,65 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.887085
710€1 389BGN,"дава под наемТристаен апартамент,75 м2","София, Хладилника",ОТ ЧАСТНО ЛИЦЕ: 3-стаен слънчев и уютен апартамент на бул. Кишинев. Апартаментът се намира в малка нова кооперация на тихо и много комуникативно място. Кооперацията е разположена на 2 мин. път пеша...,/bg/obiava/dava-pod-naem/sofia/hladilnika/tristaen/6195162/?sid=fCk5Ey&page=1,11,дава под наем,Етаж: 2 от 4,Цена на /м2/:9EUR/18.52BGN,75 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.887813
800€1 565BGN,"дава под наемТристаен апартамент,110 м2","София, Изток","Тристаен слънчев преходен апартамент. Находящ се в тухлена сграда без асансьор на десет минути пешеходно разстояние от метростанция Жолио Кюри и спирки на градски транспорт: автобуси № 3, 76, 84,...",/bg/obiava/dava-pod-naem/sofia/sofija-iztok/tristaen/6200245/?sid=fCk5Ey&page=1,12,дава под наем,Етаж: 4 от 4,Цена на /м2/:7EUR/14.22BGN,110 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.888562
399€780BGN,"дава под наемДвустаен апартамент,50 м2","София, Подуене","Агенция за недвижими имоти Пандора естейт отдава под наем двустаен апартамент с локация жк. Подуяне. Намира се в близост до МОЛ Сердика, множество спирки на градски транспорт, денонощни магазини,...",/bg/obiava/dava-pod-naem/sofia/poduene/dvustaen/6115785/?sid=fCk5Ey&page=1,4,дава под наем,Етаж: 1 от 5,Цена на /м2/:8EUR/15.61BGN,50 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.889241
400€782BGN,"дава под наемТристаен апартамент,120 м2","София, Яворов",Голям тристаен апартамент на ул. Цар Иван Асен II в ж.к. Яворов - един от най-предпочитаните райони на столицата. Изключително бърза комуникация с Центъра посредством бул. Ситняково и бул....,/bg/obiava/dava-pod-naem/sofia/javorov/tristaen/6202037/?sid=fCk5Ey&page=1,9,дава под наем,Етаж: 1 от 5,Цена на /м2/:3EUR/6.52BGN,120 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.889926
425€831BGN,"дава под наемДвустаен апартамент,50 м2","София, Лозенец","Титан Пропъртис - офис Хиподрума с радост предлага на Вашето внимание двустаен апартамент под наем в ж.к. Лозенец, София. Жилището има площ 50 кв.м. и се намира на 1-ви етаж в триетажна сграда.",/bg/obiava/dava-pod-naem/sofia/lozenec/dvustaen/6199334/?sid=fCk5Ey&page=1,10,дава под наем,Етаж: 1 от 3,Цена на /м2/:9EUR/16.62BGN,50 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.890592
440€861BGN,"дава под наемДвустаен апартамент,70 м2","София, Гоце Делчев","Ексклузивно предложение!!! Двустаен, обзаведен, непреходен с отлична локация на тихо и спокойно място в близост до Южен парк, магазини ""Дар"" и ""LIDL"", МОЛ-""Парадайс"", училище и детска градина....",/bg/obiava/dava-pod-naem/sofia/sofija-goce-delchev/dvustaen/6178746/?sid=fCk5Ey&page=1,11,дава под наем,Етаж: 1 от 8,Цена на /м2/:6EUR/12.29BGN,70 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.891272
445€870BGN,"дава под наемДвустаен апартамент,70 м2","София, Хладилника","Агенция за недвижими имоти Пандора естейт предлага на Вашето внимание двустаен апартамент с локация жк. Хладилника. Намира се в близост до МОЛ Парадайс, метростанция , множество спирки на градски...",/bg/obiava/dava-pod-naem/sofia/hladilnika/dvustaen/5589198/?sid=fCk5Ey&page=1,11,дава под наем,Етаж: 4 от 6,Цена на /м2/:6EUR/12.43BGN,70 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.891975
450€880BGN,"дава под наемДвустаен апартамент,60 м2","София, Хладилника","Агенция за недвижими имоти Пандора естейт предлага на Вашето внимание двустаен апартамент с локация жк. Хладилника. Намира в близост до метростанция , училище, детска градина, заведения за хранене,...",/bg/obiava/dava-pod-naem/sofia/hladilnika/dvustaen/5592370/?sid=fCk5Ey&page=1,7,дава под наем,Етаж: 2 от 5,Цена на /м2/:8EUR/14.67BGN,60 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.892632
450€880BGN,"дава под наемДвустаен апартамент,62 м2","София, Борово",.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  . НОВО.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .Отлично...,/bg/obiava/dava-pod-naem/sofia/sofija-borovo/dvustaen/6200910/?sid=fCk5Ey&page=1,7,дава под наем,Етаж: 2 от 5,Цена на /м2/:7EUR/14.20BGN,62 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.893323
450€880BGN,"дава под наемДвустаен апартамент,67 м2","София, Хиподрума","Агенция за недвижими имоти Пандора естейт предлага на Вашето внимание двустаен апартамент с локация жк. Хиподрума. Намира се в близост до метростанция, денонощни магазини, супер маркет, училища,...",/bg/obiava/dava-pod-naem/sofia/hipodruma/dvustaen/5708476/?sid=fCk5Ey&page=1,7,дава под наем,Етаж: 7 от 7,Цена на /м2/:7EUR/13.14BGN,67 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.894012
450€880BGN,"дава под наемДвустаен апартамент,70 м2","София, Гоце Делчев","Просторен двустаен апартамент находящ се в жк. Гоце Делчев, в близост до бул. България и бул. Гоце Делчев. Жилището се състои от хол, спалня, кухня, баня с тоалетна, две тераси и сухо помещение...",/bg/obiava/dava-pod-naem/sofia/sofija-goce-delchev/dvustaen/6201573/?sid=fCk5Ey&page=1,12,дава под наем,Етаж: 5 от 7,Цена на /м2/:6EUR/12.57BGN,70 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.894701
450€880BGN,"дава под наемДвустаен апартамент,60 м2","София, Белите Брези",.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  . ПЪРВО.  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .ще...,/bg/obiava/dava-pod-naem/sofia/belite-brezi/dvustaen/6196209/?sid=fCk5Ey&page=1,8,дава под наем,Етаж: 5 от 8,Цена на /м2/:8EUR/14.67BGN,60 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.895367
450€880BGN,"дава под наемДвустаен апартамент,45 м2","София, Оборище","Агенция за недвижими имоти Пандора естейт предлага на Вашето внимание двустаен апартамент с локация ж.к. Оборище. Намира се в близост до метростанция , супер маркет, спирки на градски транспорт и...",/bg/obiava/dava-pod-naem/sofia/oborishte/dvustaen/5562868/?sid=fCk5Ey&page=1,5,дава под наем,Етаж: 1 от 5,Цена на /м2/:10EUR/19.56BGN,45 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.896043
475€929BGN,"дава под наемДвустаен апартамент,50 м2","София, Дианабад",,/bg/obiava/dava-pod-naem/sofia/dianabad/dvustaen/6194555/?sid=fCk5Ey&page=1,12,дава под наем,Етаж: 6 от 8,Цена на /м2/:10EUR/18.58BGN,50 м2,https://www.imoti.net/bg/obiavi/r/dava-pod-naem/sofia/?sid=fCk5Ey,2026-01-25T18:46:26.896708
