price_text,title,location,description,details_url,num_photos,agency,floor,price_per_m2,area,search_url,scraped_at
200 900€392 926BGN,"продаваДвустаен апартамент,51 м2","София, Белите Брези","Двустаен апартамент в добро състояние, на кръстовището на бул. Гоце Делчев и бул. България. Жилището се продава с налично обзавеждане при желание от бъдещия купувач. Разпределение: входно антре,...",/bg/obiava/prodava/sofia/belite-brezi/dvustaen/6199027/?sid=iKI3oo&page=1,12,продава,Етаж: 6 от 11,Цена на /м2/:3 939EUR/7 704.44BGN,51 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.894873
224 990€440 042BGN,"продаваТристаен апартамент,85 м2","София, Лагера","Просторен 3 стаен апартамент в един от най-хубавите южни квартали на гр. София. Имота е в поддържан блок с отлични общи части, поддържана градинка пред входа, контролиран достъп. Състои се от 2...",/bg/obiava/prodava/sofia/lagera/tristaen/6192083/?sid=iKI3oo&page=1,14,продава,Етаж: 7 от 7,Цена на /м2/:2 647EUR/5 176.97BGN,85 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.895707
248 990€486 982BGN,"продаваТристаен апартамент,63 м2","София, Хиподрума","3 стаен апартамент преустроен от 2 стаен в кв. Хиподрума. Апартаментът се намира на етаж 2 със ЗП 63кв.м. и следното разпределение: коридор, всекидневна с кухненски бокс, родителска спалня, детска...",/bg/obiava/prodava/sofia/hipodruma/tristaen/6167255/?sid=iKI3oo&page=1,15,продава,Етаж: 2 от 3,Цена на /м2/:3 952EUR/7 729.87BGN,63 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.896450
250 000€488 958BGN,"продаваДвустаен апартамент,73 м2","София, Хиподрума","Голям двустаен апартамент находящ се на втори жилищен етаж в поддържана тухлена сграда. Имотът се състои от хол, кухненски бокс и трапезария, спалня, баня с тоалетна и две тераси. Застроената...",/bg/obiava/prodava/sofia/hipodruma/dvustaen/6139981/?sid=iKI3oo&page=1,5,продава,Етаж: 2 от 7,Цена на /м2/:3 425EUR/6 698.05BGN,73 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.897175
259 990€508 496BGN,"продаваДвустаен апартамент,65 м2","София, Лозенец","Непреходен двустаен апартамент с едностранно южно изложение, състоящ се от две стаи, кухненски бокс с трапезария, баня с тоалетна и голяма тераса. Жилищната сграда се намира в характерната за горен...",/bg/obiava/prodava/sofia/lozenec/dvustaen/6192324/?sid=iKI3oo&page=1,15,продава,Етаж: 4 от 4,Цена на /м2/:4 000EUR/7 823.02BGN,65 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.897995
370 000€723 657BGN,"продаваТристаен апартамент,127 м2","София, Лагера","Предлагаме за продажба голям и светъл тристаен апартамент със застроена площ от 127 кв.м., разположен във вътрешната част на квартала, в спокойна и озеленена зона с отлична инфраструктура....",/bg/obiava/prodava/sofia/lagera/tristaen/6147251/?sid=iKI3oo&page=1,26,продава,Етаж: 3 от 6,Цена на /м2/:2 913EUR/5 698.09BGN,127 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.898731
499 500€976 937BGN,"продаваЧетиристаен апартамент,150 м2","София, Лозенец","RealNet продава просторен и функционален четиристаен апартамент, със застроена площ от 150 кв.м. (около 170 кв.м. с включени идеални части от общите части на сградата), находящ се на първи...",/bg/obiava/prodava/sofia/lozenec/chetiristaen/6181104/?sid=iKI3oo&page=1,14,продава,Етаж: 2 от 6,Цена на /м2/:3 330EUR/6 512.91BGN,150 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.899495
615 000€1 202 835BGN,"продаваТристаен апартамент,170 м2","София, Лозенец","A P A R T M E N T  0 1 2С Апартамент 012 ELEHOME ви предлага една изключително красива, функционална и резонираща с нашето ежедневие и съвременност архитектура. Семпла, изчистена и...",/bg/obiava/prodava/sofia/lozenec/tristaen/5566759/?sid=iKI3oo&page=1,12,продава,Етаж: 3 от 8,Цена на /м2/:3 618EUR/7 075.50BGN,170 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.900256
132 000€258 170BGN,"продаваТристаен апартамент,87 м2","София, Белите Брези","Агенция за недвижими имоти ""Пандора Естейт"" продава ексклузивно тристаен апартамент в кв. Бели Брези на цена от 132,000 евро.Имотът е с площ от 87 кв.м, разположен на 9-ти етаж от...",/bg/obiava/prodava/sofia/belite-brezi/tristaen/5983760/?sid=iKI3oo&page=1,6,продава,Етаж: 9 от 12,Цена на /м2/:1 517EUR/2 967.47BGN,87 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.900953
149 000€291 419BGN,"продаваДвустаен апартамент,45 м2","София, Лагера","Продава се двустаен апартамент в кв. Лагера първи етаж, източно изложениеЛокация: кв. Лагера тиха и добре уредена част на София, с удобен достъп до центъра, градски транспорт (трамвай,...",/bg/obiava/prodava/sofia/lagera/dvustaen/6183919/?sid=iKI3oo&page=1,14,продава,Етаж: 1 от 4,Цена на /м2/:3 311EUR/6 475.97BGN,45 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.901700
179 000€350 094BGN,"продаваДвустаен апартамент,45 м2","София, Лагера","Компания `ЕКС` представя на Вашето внимание двустаен апартамент в ж.к. Лагера.МЕСТОПОЛОЖЕНИЕ: В близост ще намерите различни транспортни връзки, училища, детски градини и търговски...",/bg/obiava/prodava/sofia/lagera/dvustaen/6107928/?sid=iKI3oo&page=1,1,продава,Етаж: 3 от 6,Цена на /м2/:3 978EUR/7 779.86BGN,45 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.902394
179 000€350 094BGN,"продаваДвустаен апартамент,45 м2","София, Стрелбище","Светло двустайно жилище с югоизточно изложение, на 12-ти, последен етаж , с панорамни гледки към планината. Състои се от просторна дневна, спалня, обособен кухненески бокс,...",/bg/obiava/prodava/sofia/strelbishte/dvustaen/6197115/?sid=iKI3oo&page=1,14,продава,Етаж: 12 от 12,Цена на /м2/:3 978EUR/7 779.86BGN,45 м2,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=iKI3oo,2026-01-21T06:04:39.903061
