title,price_and_currency,location,details_url,property_type,area,agency,floor,price_per_m2,description,is_top_ad,num_photos,date_added,search_url,total_offers
"продава Двустаен апартамент, 40 м2",146 000€285 551BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava/sofia/suha-reka/dvustaen/6129514/?sid=gFM8jD&page=1,продава Двустаен апартамент, 40 м2,АДРЕС Недвижими имоти АД,Етаж: 8 от 8,Цена на /м2/:3 650EUR/7 138.78BGN,"Слънчева гарсониера преустроена на двустаен, находяща се на етаж 8. Има следното разпределение: дневна с кухненски бокс, отделна спалня, баня с WC, тераса. Имотът е практичен и функционален,...",True,6,2025-10-04 06:02:50.253196,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 90 м2",219 900€430 087BGN,"София, Подуене",https://www.imoti.net/bg/obiava/prodava/sofia/poduene/tristaen/6125730/?sid=gFM8jD&page=1,продава Тристаен апартамент, 90 м2,Юпитер-8,Етаж: 8 от 9,Цена на /м2/:2 443EUR/4 778.74BGN,"Нов панорамен  тристаен мезонет до пл. Родина , ул. Черковна, на 200 м. от метростанция Подуяне. Завършен луксозно до ключ.Реална площ 89 кв.м. без скосените части.Състои се от:...",True,32,2025-10-04 06:02:50.253711,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 100 м2",228 456€446 821BGN,"София, Редута",https://www.imoti.net/bg/obiava/prodava/sofia/reduta/tristaen/5933332/?sid=gFM8jD&page=1,продава Тристаен апартамент, 100 м2,АДРЕС Недвижими имоти АД,Етаж: 2 от 7,Цена на /м2/:2 285EUR/4 468.21BGN,"Тристаен апартамент състоящ се от обширна дневна (29 кв.м.), две спални, два санитарни възела, склад и тераса. ЗП - 84 кв.м.",True,4,2025-10-04 06:02:50.254161,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Двустаен апартамент, 89 м2",247 041€483 170BGN,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/dvustaen/6032718/?sid=gFM8jD&page=1,продава Двустаен апартамент, 89 м2,Luximmo Finest Estates,Етаж:  от 15,Цена на /м2/:2 776EUR/5 428.88BGN,"Ексклузивно представяме за продажба двустаен апартамент №4.28 в сграда S-Tower - нов проект с отличителен дизайн, висок клас на изпълнение, комуникативна локация и отлична възможност за инвестиция....",True,12,2025-10-04 06:02:50.254644,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 140 м2",280 000€547 632BGN,"София, Редута",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/reduta/tristaen/6088967/?sid=gFM8jD&page=1,продава Тристаен апартамент, 140 м2,Home One,Етаж: 6 от 6,Цена на /м2/:2 000EUR/3 911.66BGN,"БЕЗ КОМИСИОННА !!! ТОП ЛОКАЦИЯ !!! ПАРК ГЕО МИЛЕВ !!!Предлагаме за продажба тристаен апартамент в новострояща се жилищна сграда, разположена на метри от парк Гео Милев и в...",True,4,2025-10-04 06:02:50.255077,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Двустаен апартамент, 71 м2",290 000€567 191BGN,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/dvustaen/6124451/?sid=gFM8jD&page=1,продава Двустаен апартамент, 71 м2,РИЪЛНЕТ ОФИС КЛАСИК,Етаж: 4 от 4,Цена на /м2/:4 085EUR/7 988.60BGN,"Двустаен апартамент, с възможност за преустройство на тристаен. Чудесна локация – на ул. Латинка, на 6 минути от метростанция Жолио Кюри, до Борисова градина, в тухлена кооперация с контролиран...",True,14,2025-10-04 06:02:50.255557,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 88 м2",310 000€606 307BGN,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/tristaen/6034982/?sid=gFM8jD&page=1,продава Тристаен апартамент, 88 м2,АДРЕС Недвижими имоти АД,Етаж: 4 от 7,Цена на /м2/:3 523EUR/6 889.86BGN,"Тристаен апартамент състоящ се от хол, кухня, коридор, две спални, баня, тоалетна, тераса и мазе. Жилището има външна изолация, ПВЦ дограма, външна ролетна щора на едната спалня. Жилището е...",True,6,2025-10-04 06:02:50.255987,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 117 м2",317 620€621 211BGN,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/6017652/?sid=gFM8jD&page=1,продава Тристаен апартамент, 117 м2,Luximmo Finest Estates,Етаж:  от 15,Цена на /м2/:2 715EUR/5 309.49BGN,"Ексклузивно представяме за продажба комфортен тристаен апартамент №7.52 в сграда S-Tower - нов проект с отличителен дизайн, висок клас на изпълнение, комуникативна локация и отлична възможност за...",True,12,2025-10-04 06:02:50.256471,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 125 м2",327 132€639 815BGN,"София, Суха Река",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/suha-reka/tristaen/5829598/?sid=gFM8jD&page=1,продава Тристаен апартамент, 125 м2,Luximmo Finest Estates,Етаж:  от 10,Цена на /м2/:2 617EUR/5 118.52BGN,"Представяме тристаен апартамент в чисто нова бутикова сграда с отлична локация в кв. „Сухата река“. В непосредствена близост се намира метростанция „Хаджи Димитър“, а популярният парк „Заимов“,...",True,5,2025-10-04 06:02:50.256944,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
"продава Тристаен апартамент, 86 м2",350 000€684 541BGN,"София, Оборище",https://www.imoti.net/bg/obiava/prodava/sofia/oborishte/tristaen/6042651/?sid=gFM8jD&page=1,продава Тристаен апартамент, 86 м2,АДРЕС Недвижими имоти АД,Етаж: 3 от 5,Цена на /м2/:4 070EUR/7 959.77BGN,"Просторен тристаен апартамент, състоящ се от хол с бокс, две спални, две бани и слънчева тераса към вътрешен двор в желания квартал Оборище. Тристайният апартамент е след основен ремонт, сменени...",True,17,2025-10-04 06:02:50.257369,https://www.imoti.net/bg/obiavi/r/prodava/sofia/?page=1&sid=gFM8jD,384
